"State","Year","Deaths","Crude_Rate","PCT_of_Total_Deaths","Multiple_Cause_of_death"
"Oregon",2000,32,1.2,0,"Methadone"
"Oregon",2000,NA,NA,NA,"Other synthetic narcotics"
"Oregon",2000,153,5.9,0,"All Opioids"
"Oregon",2001,78,3,0,"Heroin"
"Oregon",2001,41,1.6,0,"Other opioids"
"Oregon",2001,53,2,0,"Methadone"
"Oregon",2001,16,NA,0,"Other synthetic narcotics"
"Oregon",2001,188,6.6,0,"All Opioids"
"Oregon",2002,91,3.4,0,"Heroin"
"Oregon",2002,53,2,0,"Other opioids"
"Oregon",2002,82,3.1,0,"Methadone"
"Oregon",2002,11,NA,0,"Other synthetic narcotics"
"Oregon",2002,237,8.5,0,"All Opioids"
"Oregon",2003,83,3.1,0,"Heroin"
"Oregon",2003,80,3,0,"Other opioids"
"Oregon",2003,89,3.3,0,"Methadone"
"Oregon",2003,11,NA,0,"Other synthetic narcotics"
"Oregon",2003,263,9.4,0,"All Opioids"
"Oregon",2004,92,3.4,0,"Heroin"
"Oregon",2004,66,2.4,0,"Other opioids"
"Oregon",2004,100,3.7,0,"Methadone"
"Oregon",2004,13,NA,0,"Other synthetic narcotics"
"Oregon",2004,271,9.5,0,"All Opioids"
"Oregon",2005,79,2.9,0,"Heroin"
"Oregon",2005,81,2.9,0,"Other opioids"
"Oregon",2005,128,4.6,0,"Methadone"
"Oregon",2005,22,0.8,0,"Other synthetic narcotics"
"Oregon",2005,310,11.2,0,"All Opioids"
"Oregon",2006,84,3,0,"Heroin"
"Oregon",2006,127,4.5,0,"Other opioids"
"Oregon",2006,149,5.3,0,"Methadone"
"Oregon",2006,27,1,0,"Other synthetic narcotics"
"Oregon",2006,387,13.8,0,"All Opioids"
"Oregon",2007,110,3.8,0,"Heroin"
"Oregon",2007,92,3.2,0,"Other opioids"
"Oregon",2007,138,4.8,0,"Methadone"
"Oregon",2007,18,NA,0,"Other synthetic narcotics"
"Oregon",2007,358,11.8,0,"All Opioids"
"Oregon",2008,94,3.2,0,"Heroin"
"Oregon",2008,93,3.2,0,"Other opioids"
"Oregon",2008,134,4.6,0,"Methadone"
"Oregon",2008,22,0.8,0,"Other synthetic narcotics"
"Oregon",2008,343,11.8,0,"All Opioids"
"Oregon",2009,120,4.1,0,"Heroin"
"Oregon",2009,131,4.5,0,"Other opioids"
"Oregon",2009,115,3.9,0,"Methadone"
"Oregon",2009,33,1.1,0,"Other synthetic narcotics"
"Oregon",2009,399,13.6,0,"All Opioids"
"Oregon",2010,81,2.7,0,"Heroin"
"Oregon",2010,135,4.6,0,"Other opioids"
"Oregon",2010,103,3.5,0,"Methadone"
"Oregon",2010,29,1,0,"Other synthetic narcotics"
"Oregon",2010,348,11.8,0,"All Opioids"
"Oregon",2011,132,4.4,0,"Heroin"
"Oregon",2011,162,5.4,0.1,"Other opioids"
"Oregon",2011,105,3.5,0,"Methadone"
"Oregon",2011,30,1,0,"Other synthetic narcotics"
"Oregon",2011,429,14.3,0.1,"All Opioids"
"Oregon",2012,132,4.3,0,"Heroin"
"Oregon",2012,145,4.8,0,"Other opioids"
"Oregon",2012,86,2.8,0,"Methadone"
"Oregon",2012,31,1,0,"Other synthetic narcotics"
"Oregon",2012,394,12.9,0,"All Opioids"
"Oregon",2013,106,3.5,0,"Heroin"
"Oregon",2013,120,3.9,0,"Other opioids"
"Oregon",2013,67,2.2,0,"Methadone"
"Oregon",2013,27,0.9,0,"Other synthetic narcotics"
"Oregon",2013,320,10.5,0,"All Opioids"
"Oregon",2014,123,4,0,"Heroin"
"Oregon",2014,138,4.4,0,"Other opioids"
"Oregon",2014,61,2,0,"Methadone"
"Oregon",2014,36,1.2,0,"Other synthetic narcotics"
"Oregon",2014,358,11.6,0,"All Opioids"
"Oregon",2015,103,3.3,0,"Heroin"
"Oregon",2015,154,4.9,0,"Other opioids"
"Oregon",2015,71,2.2,0,"Methadone"
"Oregon",2015,34,1.1,0,"Other synthetic narcotics"
"Oregon",2015,362,11.5,0,"All Opioids"
"Oklahoma",2000,12,NA,0,"Heroin"
"Oklahoma",2000,73,2.9,0,"Other opioids"
"Oklahoma",2000,40,1.6,0,"Methadone"
"Oklahoma",2000,27,1.1,0,"Other synthetic narcotics"
"Oklahoma",2000,152,5.6,0,"All Opioids"
"Oklahoma",2001,NA,NA,NA,"Heroin"
"Oklahoma",2001,97,3.8,0,"Other opioids"
"Oklahoma",2001,45,1.7,0,"Methadone"
"Oklahoma",2001,22,0.9,0,"Other synthetic narcotics"
"Oklahoma",2001,164,6.4,0,"All Opioids"
"Oklahoma",2002,NA,NA,NA,"Heroin"
"Oklahoma",2002,87,3.3,0,"Other opioids"
"Oklahoma",2002,44,1.7,0,"Methadone"
"Oklahoma",2002,22,0.8,0,"Other synthetic narcotics"
"Oklahoma",2002,153,5.8,0,"All Opioids"
"Oklahoma",2003,NA,NA,NA,"Heroin"
"Oklahoma",2003,141,5.4,0,"Other opioids"
"Oklahoma",2003,92,3.5,0,"Methadone"
"Oklahoma",2003,46,1.8,0,"Other synthetic narcotics"
"Oklahoma",2003,279,10.7,0,"All Opioids"
"Oklahoma",2004,NA,NA,NA,"Heroin"
"Oklahoma",2004,158,6,0.1,"Other opioids"
"Oklahoma",2004,127,4.8,0,"Methadone"
"Oklahoma",2004,50,1.9,0,"Other synthetic narcotics"
"Oklahoma",2004,335,12.7,0.1,"All Opioids"
"Oklahoma",2005,NA,NA,NA,"Heroin"
"Oklahoma",2005,176,6.6,0.1,"Other opioids"
"Oklahoma",2005,112,4.2,0,"Methadone"
"Oklahoma",2005,54,2,0,"Other synthetic narcotics"
"Oklahoma",2005,342,12.8,0.1,"All Opioids"
"Oklahoma",2006,NA,NA,NA,"Heroin"
"Oklahoma",2006,211,7.8,0.1,"Other opioids"
"Oklahoma",2006,152,5.6,0,"Methadone"
"Oklahoma",2006,48,1.8,0,"Other synthetic narcotics"
"Oklahoma",2006,411,15.2,0.1,"All Opioids"
"Oklahoma",2007,NA,NA,NA,"Heroin"
"Oklahoma",2007,281,10.3,0.1,"Other opioids"
"Oklahoma",2007,179,6.6,0.1,"Methadone"
"Oklahoma",2007,67,2.5,0,"Other synthetic narcotics"
"Oklahoma",2007,527,19.4,0.2,"All Opioids"
"Oklahoma",2008,NA,NA,NA,"Heroin"
"Oklahoma",2008,246,8.9,0.1,"Other opioids"
"Oklahoma",2008,116,4.2,0,"Methadone"
"Oklahoma",2008,69,2.5,0,"Other synthetic narcotics"
"Oklahoma",2008,431,15.6,0.1,"All Opioids"
"Oklahoma",2009,17,NA,0,"Heroin"
"Oklahoma",2009,351,12.6,0.1,"Other opioids"
"Oklahoma",2009,114,4.1,0,"Methadone"
"Oklahoma",2009,161,5.8,0.1,"Other synthetic narcotics"
"Oklahoma",2009,643,22.5,0.2,"All Opioids"
"Oklahoma",2010,NA,NA,NA,"Heroin"
"Oklahoma",2010,344,12.2,0.1,"Other opioids"
"Oklahoma",2010,102,3.6,0,"Methadone"
"Oklahoma",2010,111,3.9,0,"Other synthetic narcotics"
"Oklahoma",2010,557,19.7,0.1,"All Opioids"
"Oklahoma",2011,14,NA,0,"Heroin"
"Oklahoma",2011,354,12.4,0.1,"Other opioids"
"Oklahoma",2011,75,2.6,0,"Methadone"
"Oklahoma",2011,85,3,0,"Other synthetic narcotics"
"Oklahoma",2011,528,18,0.1,"All Opioids"
"Oklahoma",2012,25,0.9,0,"Heroin"
"Oklahoma",2012,384,13.3,0.1,"Other opioids"
"Oklahoma",2012,76,2.6,0,"Methadone"
"Oklahoma",2012,107,3.7,0,"Other synthetic narcotics"
"Oklahoma",2012,592,20.5,0.1,"All Opioids"
"Oklahoma",2013,22,0.8,0,"Heroin"
"Oklahoma",2013,374,12.9,0.1,"Other opioids"
"Oklahoma",2013,66,2.3,0,"Methadone"
"Oklahoma",2013,91,3.1,0,"Other synthetic narcotics"
"Oklahoma",2013,553,19.1,0.1,"All Opioids"
"Oklahoma",2014,26,0.9,0,"Heroin"
"Oklahoma",2014,370,12.6,0.1,"Other opioids"
"Oklahoma",2014,66,2.3,0,"Methadone"
"Oklahoma",2014,74,2.5,0,"Other synthetic narcotics"
"Oklahoma",2014,536,18.3,0.1,"All Opioids"
"Oklahoma",2015,37,1.3,0,"Heroin"
"Oklahoma",2015,285,9.7,0.1,"Other opioids"
"Oklahoma",2015,62,2.1,0,"Methadone"
"Oklahoma",2015,98,3.3,0,"Other synthetic narcotics"
"Oklahoma",2015,482,16.4,0.1,"All Opioids"
"Ohio",2000,81,1,0,"Heroin"
"Ohio",2000,113,1.3,0,"Other opioids"
"Ohio",2000,21,0.2,0,"Methadone"
"Ohio",2000,36,0.4,0,"Other synthetic narcotics"
"Ohio",2000,251,2.9,0,"All Opioids"
"Ohio",2001,88,1,0,"Heroin"
"Ohio",2001,151,1.8,0,"Other opioids"
"Ohio",2001,38,0.4,0,"Methadone"
"Ohio",2001,56,0.7,0,"Other synthetic narcotics"
"Ohio",2001,333,3.9,0,"All Opioids"
"Ohio",2002,122,1.4,0,"Heroin"
"Ohio",2002,203,2.4,0.1,"Other opioids"
"Ohio",2002,64,0.7,0,"Methadone"
"Ohio",2002,63,0.7,0,"Other synthetic narcotics"
"Ohio",2002,452,5.2,0.1,"All Opioids"
"Ohio",2003,95,1.1,0,"Heroin"
"Ohio",2003,178,2.1,0.1,"Other opioids"
"Ohio",2003,76,0.9,0,"Methadone"
"Ohio",2003,48,0.6,0,"Other synthetic narcotics"
"Ohio",2003,397,4.7,0.1,"All Opioids"
"Ohio",2004,136,1.6,0,"Heroin"
"Ohio",2004,198,2.3,0.1,"Other opioids"
"Ohio",2004,146,1.7,0,"Methadone"
"Ohio",2004,82,1,0,"Other synthetic narcotics"
"Ohio",2004,562,6.6,0.1,"All Opioids"
"Ohio",2005,137,1.6,0,"Heroin"
"Ohio",2005,222,2.6,0.1,"Other opioids"
"Ohio",2005,161,1.9,0.1,"Methadone"
"Ohio",2005,102,1.2,0,"Other synthetic narcotics"
"Ohio",2005,622,7.3,0.2,"All Opioids"
"Ohio",2006,128,1.5,0,"Heroin"
"Ohio",2006,266,3.1,0.1,"Other opioids"
"Ohio",2006,180,2.1,0.1,"Methadone"
"Ohio",2006,133,1.5,0,"Other synthetic narcotics"
"Ohio",2006,707,8.2,0.2,"All Opioids"
"Ohio",2007,162,1.9,0.1,"Heroin"
"Ohio",2007,307,3.5,0.1,"Other opioids"
"Ohio",2007,196,2.3,0.1,"Methadone"
"Ohio",2007,116,1.3,0,"Other synthetic narcotics"
"Ohio",2007,781,9,0.3,"All Opioids"
"Ohio",2008,242,2.8,0.1,"Heroin"
"Ohio",2008,352,4,0.1,"Other opioids"
"Ohio",2008,181,2.1,0.1,"Methadone"
"Ohio",2008,112,1.3,0,"Other synthetic narcotics"
"Ohio",2008,887,10.2,0.3,"All Opioids"
"Ohio",2009,216,2.5,0.1,"Heroin"
"Ohio",2009,322,3.7,0.1,"Other opioids"
"Ohio",2009,131,1.5,0,"Methadone"
"Ohio",2009,96,1.1,0,"Other synthetic narcotics"
"Ohio",2009,765,8.8,0.2,"All Opioids"
"Ohio",2010,366,4.2,0.1,"Heroin"
"Ohio",2010,553,6.3,0.2,"Other opioids"
"Ohio",2010,177,2,0.1,"Methadone"
"Ohio",2010,186,2.1,0.1,"Other synthetic narcotics"
"Ohio",2010,1282,14.6,0.5,"All Opioids"
"Ohio",2011,447,5,0.1,"Heroin"
"Ohio",2011,613,6.9,0.2,"Other opioids"
"Ohio",2011,169,1.9,0.1,"Methadone"
"Ohio",2011,166,1.9,0.1,"Other synthetic narcotics"
"Ohio",2011,1395,15.7,0.5,"All Opioids"
"Ohio",2012,695,7.8,0.2,"Heroin"
"Ohio",2012,529,6,0.2,"Other opioids"
"Ohio",2012,138,1.6,0,"Methadone"
"Ohio",2012,143,1.6,0,"Other synthetic narcotics"
"Ohio",2012,1505,17,0.4,"All Opioids"
"Ohio",2013,1008,11.3,0.3,"Heroin"
"Ohio",2013,549,6.2,0.2,"Other opioids"
"Ohio",2013,125,1.4,0,"Methadone"
"Ohio",2013,178,2,0.1,"Other synthetic narcotics"
"Ohio",2013,1860,20.9,0.6,"All Opioids"
"Ohio",2014,1221,13.6,0.4,"Heroin"
"Ohio",2014,650,7.3,0.2,"Other opioids"
"Ohio",2014,109,1.2,0,"Methadone"
"Ohio",2014,606,6.8,0.2,"Other synthetic narcotics"
"Ohio",2014,2586,28.9,0.8,"All Opioids"
"Ohio",2015,1455,16.2,0.5,"Heroin"
"Ohio",2015,712,7.9,0.2,"Other opioids"
"Ohio",2015,113,1.3,0,"Methadone"
"Ohio",2015,1251,13.9,0.4,"Other synthetic narcotics"
"Ohio",2015,3531,39.3,1.1,"All Opioids"
"North Dakota",2000,NA,NA,NA,"Heroin"
"North Dakota",2000,NA,NA,NA,"Other opioids"
"North Dakota",2000,NA,NA,NA,"Methadone"
"North Dakota",2000,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2000,0,0,0,"All Opioids"
"North Dakota",2001,NA,NA,NA,"Heroin"
"North Dakota",2001,NA,NA,NA,"Other opioids"
"North Dakota",2001,NA,NA,NA,"Methadone"
"North Dakota",2001,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2001,0,0,0,"All Opioids"
"North Dakota",2002,NA,NA,NA,"Heroin"
"North Dakota",2002,NA,NA,NA,"Other opioids"
"North Dakota",2002,NA,NA,NA,"Methadone"
"North Dakota",2002,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2002,0,0,0,"All Opioids"
"North Dakota",2003,NA,NA,NA,"Heroin"
"North Dakota",2003,NA,NA,NA,"Other opioids"
"North Dakota",2003,NA,NA,NA,"Methadone"
"North Dakota",2003,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2003,0,0,0,"All Opioids"
"North Dakota",2004,NA,NA,NA,"Heroin"
"North Dakota",2004,NA,NA,NA,"Other opioids"
"North Dakota",2004,NA,NA,NA,"Methadone"
"North Dakota",2004,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2004,0,0,0,"All Opioids"
"North Dakota",2005,NA,NA,NA,"Heroin"
"North Dakota",2005,NA,NA,NA,"Other opioids"
"North Dakota",2005,NA,NA,NA,"Methadone"
"North Dakota",2005,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2005,0,0,0,"All Opioids"
"North Dakota",2006,NA,NA,NA,"Heroin"
"North Dakota",2006,NA,NA,NA,"Other opioids"
"North Dakota",2006,NA,NA,NA,"Methadone"
"North Dakota",2006,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2006,0,0,0,"All Opioids"
"North Dakota",2007,NA,NA,NA,"Heroin"
"North Dakota",2007,NA,NA,NA,"Other opioids"
"North Dakota",2007,NA,NA,NA,"Methadone"
"North Dakota",2007,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2007,0,0,0,"All Opioids"
"North Dakota",2008,NA,NA,NA,"Heroin"
"North Dakota",2008,13,NA,0,"Other opioids"
"North Dakota",2008,NA,NA,NA,"Methadone"
"North Dakota",2008,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2008,13,0,0,"All Opioids"
"North Dakota",2009,NA,NA,NA,"Heroin"
"North Dakota",2009,NA,NA,NA,"Other opioids"
"North Dakota",2009,NA,NA,NA,"Methadone"
"North Dakota",2009,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2009,0,0,0,"All Opioids"
"North Dakota",2010,NA,NA,NA,"Heroin"
"North Dakota",2010,12,NA,0,"Other opioids"
"North Dakota",2010,NA,NA,NA,"Methadone"
"North Dakota",2010,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2010,12,0,0,"All Opioids"
"North Dakota",2011,NA,NA,NA,"Heroin"
"North Dakota",2011,NA,NA,NA,"Other opioids"
"North Dakota",2011,NA,NA,NA,"Methadone"
"North Dakota",2011,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2011,0,0,0,"All Opioids"
"North Dakota",2012,NA,NA,NA,"Heroin"
"North Dakota",2012,NA,NA,NA,"Other opioids"
"North Dakota",2012,NA,NA,NA,"Methadone"
"North Dakota",2012,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2012,0,0,0,"All Opioids"
"North Dakota",2013,NA,NA,NA,"Heroin"
"North Dakota",2013,NA,NA,NA,"Other opioids"
"North Dakota",2013,NA,NA,NA,"Methadone"
"North Dakota",2013,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2013,0,0,0,"All Opioids"
"North Dakota",2014,NA,NA,NA,"Heroin"
"North Dakota",2014,19,NA,0,"Other opioids"
"North Dakota",2014,NA,NA,NA,"Methadone"
"North Dakota",2014,11,NA,0,"Other synthetic narcotics"
"North Dakota",2014,30,0,0,"All Opioids"
"North Dakota",2015,NA,NA,NA,"Heroin"
"North Dakota",2015,16,NA,0,"Other opioids"
"North Dakota",2015,NA,NA,NA,"Methadone"
"North Dakota",2015,NA,NA,NA,"Other synthetic narcotics"
"North Dakota",2015,16,0,0,"All Opioids"
"North Carolina",2000,41,0.7,0,"Heroin"
"North Carolina",2000,114,1.9,0,"Other opioids"
"North Carolina",2000,90,1.5,0,"Methadone"
"North Carolina",2000,49,0.8,0,"Other synthetic narcotics"
"North Carolina",2000,294,4.9,0,"All Opioids"
"North Carolina",2001,50,0.8,0,"Heroin"
"North Carolina",2001,147,2.4,0,"Other opioids"
"North Carolina",2001,109,1.8,0,"Methadone"
"North Carolina",2001,58,0.9,0,"Other synthetic narcotics"
"North Carolina",2001,364,5.9,0,"All Opioids"
"North Carolina",2002,46,0.7,0,"Heroin"
"North Carolina",2002,132,2.1,0,"Other opioids"
"North Carolina",2002,184,2.9,0.1,"Methadone"
"North Carolina",2002,51,0.8,0,"Other synthetic narcotics"
"North Carolina",2002,413,6.5,0.1,"All Opioids"
"North Carolina",2003,52,0.8,0,"Heroin"
"North Carolina",2003,141,2.2,0,"Other opioids"
"North Carolina",2003,248,3.9,0.1,"Methadone"
"North Carolina",2003,72,1.1,0,"Other synthetic narcotics"
"North Carolina",2003,513,8,0.1,"All Opioids"
"North Carolina",2004,50,0.8,0,"Heroin"
"North Carolina",2004,165,2.6,0.1,"Other opioids"
"North Carolina",2004,262,4.1,0.1,"Methadone"
"North Carolina",2004,110,1.7,0,"Other synthetic narcotics"
"North Carolina",2004,587,9.2,0.2,"All Opioids"
"North Carolina",2005,62,0.9,0,"Heroin"
"North Carolina",2005,209,3.2,0.1,"Other opioids"
"North Carolina",2005,296,4.5,0.1,"Methadone"
"North Carolina",2005,115,1.7,0,"Other synthetic narcotics"
"North Carolina",2005,682,10.3,0.2,"All Opioids"
"North Carolina",2006,58,0.9,0,"Heroin"
"North Carolina",2006,243,3.6,0.1,"Other opioids"
"North Carolina",2006,335,5,0.1,"Methadone"
"North Carolina",2006,106,1.6,0,"Other synthetic narcotics"
"North Carolina",2006,742,11.1,0.2,"All Opioids"
"North Carolina",2007,49,0.7,0,"Heroin"
"North Carolina",2007,301,4.4,0.1,"Other opioids"
"North Carolina",2007,330,4.8,0.1,"Methadone"
"North Carolina",2007,111,1.6,0,"Other synthetic narcotics"
"North Carolina",2007,791,11.5,0.2,"All Opioids"
"North Carolina",2008,63,0.9,0,"Heroin"
"North Carolina",2008,407,5.8,0.1,"Other opioids"
"North Carolina",2008,300,4.3,0.1,"Methadone"
"North Carolina",2008,125,1.8,0,"Other synthetic narcotics"
"North Carolina",2008,895,12.8,0.2,"All Opioids"
"North Carolina",2009,76,1.1,0,"Heroin"
"North Carolina",2009,426,5.9,0.1,"Other opioids"
"North Carolina",2009,246,3.4,0.1,"Methadone"
"North Carolina",2009,167,2.3,0.1,"Other synthetic narcotics"
"North Carolina",2009,915,12.7,0.3,"All Opioids"
"North Carolina",2010,39,0.5,0,"Heroin"
"North Carolina",2010,433,6,0.1,"Other opioids"
"North Carolina",2010,187,2.6,0.1,"Methadone"
"North Carolina",2010,170,2.3,0.1,"Other synthetic narcotics"
"North Carolina",2010,829,11.4,0.3,"All Opioids"
"North Carolina",2011,82,1.1,0,"Heroin"
"North Carolina",2011,440,6,0.1,"Other opioids"
"North Carolina",2011,200,2.7,0.1,"Methadone"
"North Carolina",2011,152,2.1,0,"Other synthetic narcotics"
"North Carolina",2011,874,11.9,0.2,"All Opioids"
"North Carolina",2012,152,2,0,"Heroin"
"North Carolina",2012,412,5.5,0.1,"Other opioids"
"North Carolina",2012,183,2.5,0.1,"Methadone"
"North Carolina",2012,139,1.9,0,"Other synthetic narcotics"
"North Carolina",2012,886,11.9,0.2,"All Opioids"
"North Carolina",2013,188,2.5,0.1,"Heroin"
"North Carolina",2013,401,5.3,0.1,"Other opioids"
"North Carolina",2013,163,2.2,0.1,"Methadone"
"North Carolina",2013,116,1.5,0,"Other synthetic narcotics"
"North Carolina",2013,868,11.5,0.3,"All Opioids"
"North Carolina",2014,265,3.5,0.1,"Heroin"
"North Carolina",2014,469,6.1,0.2,"Other opioids"
"North Carolina",2014,132,1.7,0,"Methadone"
"North Carolina",2014,220,2.9,0.1,"Other synthetic narcotics"
"North Carolina",2014,1086,14.2,0.4,"All Opioids"
"North Carolina",2015,393,5.1,0.1,"Heroin"
"North Carolina",2015,557,7.2,0.2,"Other opioids"
"North Carolina",2015,108,1.4,0,"Methadone"
"North Carolina",2015,303,3.9,0.1,"Other synthetic narcotics"
"North Carolina",2015,1361,17.6,0.4,"All Opioids"
"New York",2000,29,0.2,0,"Heroin"
"New York",2000,37,0.3,0,"Other opioids"
"New York",2000,100,0.7,0,"Methadone"
"New York",2000,16,NA,0,"Other synthetic narcotics"
"New York",2000,182,1.2,0,"All Opioids"
"New York",2001,59,0.4,0,"Heroin"
"New York",2001,72,0.5,0,"Other opioids"
"New York",2001,134,0.9,0,"Methadone"
"New York",2001,33,0.2,0,"Other synthetic narcotics"
"New York",2001,298,2,0,"All Opioids"
"New York",2002,50,0.3,0,"Heroin"
"New York",2002,50,0.3,0,"Other opioids"
"New York",2002,143,1,0,"Methadone"
"New York",2002,27,0.2,0,"Other synthetic narcotics"
"New York",2002,270,1.8,0,"All Opioids"
"New York",2003,52,0.4,0,"Heroin"
"New York",2003,67,0.5,0,"Other opioids"
"New York",2003,155,1.1,0,"Methadone"
"New York",2003,29,0.2,0,"Other synthetic narcotics"
"New York",2003,303,2.2,0,"All Opioids"
"New York",2004,34,0.2,0,"Heroin"
"New York",2004,83,0.6,0,"Other opioids"
"New York",2004,145,1,0,"Methadone"
"New York",2004,17,NA,0,"Other synthetic narcotics"
"New York",2004,279,1.8,0,"All Opioids"
"New York",2005,34,0.2,0,"Heroin"
"New York",2005,100,0.7,0,"Other opioids"
"New York",2005,185,1.3,0.1,"Methadone"
"New York",2005,20,0.1,0,"Other synthetic narcotics"
"New York",2005,339,2.3,0.1,"All Opioids"
"New York",2006,115,0.8,0,"Heroin"
"New York",2006,295,2,0.1,"Other opioids"
"New York",2006,319,2.2,0.1,"Methadone"
"New York",2006,144,1,0,"Other synthetic narcotics"
"New York",2006,873,6,0.2,"All Opioids"
"New York",2007,194,1.3,0.1,"Heroin"
"New York",2007,411,2.8,0.1,"Other opioids"
"New York",2007,300,2,0.1,"Methadone"
"New York",2007,115,0.8,0,"Other synthetic narcotics"
"New York",2007,1020,6.9,0.3,"All Opioids"
"New York",2008,219,1.5,0.1,"Heroin"
"New York",2008,488,3.3,0.2,"Other opioids"
"New York",2008,294,2,0.1,"Methadone"
"New York",2008,123,0.8,0,"Other synthetic narcotics"
"New York",2008,1124,7.6,0.4,"All Opioids"
"New York",2009,255,1.7,0.1,"Heroin"
"New York",2009,475,3.2,0.2,"Other opioids"
"New York",2009,249,1.7,0.1,"Methadone"
"New York",2009,177,1.2,0.1,"Other synthetic narcotics"
"New York",2009,1156,7.8,0.5,"All Opioids"
"New York",2010,198,1.3,0.1,"Heroin"
"New York",2010,540,3.6,0.2,"Other opioids"
"New York",2010,268,1.8,0.1,"Methadone"
"New York",2010,180,1.2,0.1,"Other synthetic narcotics"
"New York",2010,1186,7.9,0.5,"All Opioids"
"New York",2011,341,2.2,0.1,"Heroin"
"New York",2011,647,4.3,0.2,"Other opioids"
"New York",2011,309,2,0.1,"Methadone"
"New York",2011,155,1,0,"Other synthetic narcotics"
"New York",2011,1452,9.5,0.4,"All Opioids"
"New York",2012,523,3.4,0.2,"Heroin"
"New York",2012,631,4.1,0.2,"Other opioids"
"New York",2012,337,2.2,0.1,"Methadone"
"New York",2012,166,1.1,0.1,"Other synthetic narcotics"
"New York",2012,1657,10.8,0.6,"All Opioids"
"New York",2013,677,4.4,0.2,"Heroin"
"New York",2013,655,4.3,0.2,"Other opioids"
"New York",2013,279,1.8,0.1,"Methadone"
"New York",2013,216,1.4,0.1,"Other synthetic narcotics"
"New York",2013,1827,11.9,0.6,"All Opioids"
"New York",2014,836,5.4,0.3,"Heroin"
"New York",2014,622,4,0.2,"Other opioids"
"New York",2014,243,1.6,0.1,"Methadone"
"New York",2014,297,1.9,0.1,"Other synthetic narcotics"
"New York",2014,1998,12.9,0.7,"All Opioids"
"New York",2015,1068,6.9,0.3,"Heroin"
"New York",2015,718,4.6,0.2,"Other opioids"
"New York",2015,258,1.7,0.1,"Methadone"
"New York",2015,671,4.3,0.2,"Other synthetic narcotics"
"New York",2015,2715,17.5,0.8,"All Opioids"
"New Mexico",2000,40,3.1,0,"Heroin"
"New Mexico",2000,104,7.9,0,"Other opioids"
"New Mexico",2000,25,1.9,0,"Methadone"
"New Mexico",2000,20,1.5,0,"Other synthetic narcotics"
"New Mexico",2000,189,14.4,0,"All Opioids"
"New Mexico",2001,21,1.6,0,"Heroin"
"New Mexico",2001,87,6.5,0,"Other opioids"
"New Mexico",2001,27,2,0,"Methadone"
"New Mexico",2001,16,NA,0,"Other synthetic narcotics"
"New Mexico",2001,151,10.1,0,"All Opioids"
"New Mexico",2002,23,1.7,0,"Heroin"
"New Mexico",2002,141,10.4,0,"Other opioids"
"New Mexico",2002,33,2.4,0,"Methadone"
"New Mexico",2002,18,NA,0,"Other synthetic narcotics"
"New Mexico",2002,215,14.5,0,"All Opioids"
"New Mexico",2003,26,1.9,0,"Heroin"
"New Mexico",2003,147,10.7,0,"Other opioids"
"New Mexico",2003,36,2.6,0,"Methadone"
"New Mexico",2003,25,1.8,0,"Other synthetic narcotics"
"New Mexico",2003,234,17,0,"All Opioids"
"New Mexico",2004,34,2.4,0,"Heroin"
"New Mexico",2004,101,7.2,0,"Other opioids"
"New Mexico",2004,44,3.1,0,"Methadone"
"New Mexico",2004,16,NA,0,"Other synthetic narcotics"
"New Mexico",2004,195,12.7,0,"All Opioids"
"New Mexico",2005,47,3.3,0,"Heroin"
"New Mexico",2005,134,9.4,0,"Other opioids"
"New Mexico",2005,29,2,0,"Methadone"
"New Mexico",2005,13,NA,0,"Other synthetic narcotics"
"New Mexico",2005,223,14.7,0,"All Opioids"
"New Mexico",2006,21,1.4,0,"Heroin"
"New Mexico",2006,168,11.5,0.1,"Other opioids"
"New Mexico",2006,58,4,0,"Methadone"
"New Mexico",2006,24,1.6,0,"Other synthetic narcotics"
"New Mexico",2006,271,18.5,0.1,"All Opioids"
"New Mexico",2007,30,2,0,"Heroin"
"New Mexico",2007,171,11.5,0.1,"Other opioids"
"New Mexico",2007,51,3.4,0,"Methadone"
"New Mexico",2007,19,NA,0,"Other synthetic narcotics"
"New Mexico",2007,271,16.9,0.1,"All Opioids"
"New Mexico",2008,65,4.3,0,"Heroin"
"New Mexico",2008,209,13.9,0.1,"Other opioids"
"New Mexico",2008,53,3.5,0,"Methadone"
"New Mexico",2008,23,1.5,0,"Other synthetic narcotics"
"New Mexico",2008,350,23.2,0.1,"All Opioids"
"New Mexico",2009,50,3.3,0,"Heroin"
"New Mexico",2009,118,7.8,0,"Other opioids"
